소재지면적,대피가능인원수,소재지전체주소,좌표정보(X),좌표정보(Y),id
1633.37,1980,서울특별시 성동구 성수동2가 830번지,205008.7449,448122.6669,0
3087.62,3743,서울특별시 성동구 성수동2가 400번지,204437.3225,448241.5009,0
590,715,서울특별시 성동구 성수동1가 13번지 157호,204247.6325,449500.3207,0
3821,4632,서울특별시 성동구 성수동1가 706번지,204093.3963,449695.0841,0
1320.6,1601,서울특별시 성동구 용답동 15번지,204827.2988,451209.7711,0
224.42,272,서울특별시 성동구 용답동 127번지,204319.092,451621.8205,0
282,342,서울특별시 성동구 용답동 5번지 6호,204834.9518,451316.0576,0
16476.5,19972,서울특별시 성동구 하왕십리동 258번지 벽산아파트,202727.7709,451824.5985,0
90987.84,110288,서울특별시 성동구 행당동 347번지 행당동 대림아파트,202326.503,450625.5842,0
2802.62,3397,서울특별시 성동구 성수동2가 832번지,204626.574,449037.4074,0
1089,1320,서울특별시 성동구 성수동2가 277번지 1호,205182.6363,449538.208,0
2762.95,3349,서울특별시 성동구 옥수동 4번지,201598.6324,449038.5493,0
16952.1,20548,서울특별시 성동구 옥수동 100번지,201366.0367,448641.1656,0
12091.45,14656,서울특별시 성동구 옥수동 436번지,200812.9927,448855.5716,0
59290.83,71868,서울특별시 성동구 금호동4가 800번지,201669.8036,449301.4515,0
6762,8196,서울특별시 성동구 행당동 346번지,202511.1429,450401.3037,0
1791,2171,서울특별시 성동구 행당동 317번지 18호,202524.6756,450607.7607,0
17314.7,20988,서울특별시 성동구 행당동 346번지,202511.1429,450401.3037,0
330.23,400,서울특별시 성동구 행당동 142번지 16호,203121.9783,450788.2097,0
1649.59,2000,서울특별시 성동구 행당동 192번지,203311.6459,451309.0481,0
22439.77,27200,서울특별시 성동구 금호동4가 1470번지,201404.5326,449844.1199,0
5387.96,6531,서울특별시 성동구 용답동 223번지 3호,204987.5593,451147.5994,0
165,200,서울특별시 성동구 금호동1가 127번지 2호,201842.3364,450286.525,0
8932,10827,서울특별시 성동구 행당동 317번지 241호,202642.8345,450900.0025,0
4510,5467,서울특별시 성동구 성수동1가 656번지 234호,203935.6223,448867.8114,0
2007.93,2434,서울특별시 성동구 행당동 318번지 26호,202972.3081,450745.0127,0
3750,4545,서울특별시 성동구 성수동1가 710번지,203916.6359,448680.1069,0
2210.04,2679,서울특별시 성동구 하왕십리동 286번지 2호,202523.0446,451919.1165,0
1947.71,2361,서울특별시 성동구 상왕십리동 750번지,202319.1749,451437.0816,0
4405.71,5340,서울특별시 성동구 도선동 286번지,202781.7525,451251.2658,0
3333.08,4040,서울특별시 성동구 사근동 110번지,204108.2637,450598.4701,0
70955.69,86007,서울특별시 성동구 행당동 346번지,202511.1429,450401.3037,0
48724,59059,서울특별시 성동구 응봉동 15번지,203088.5672,450129.5091,0
6166.21,7474,서울특별시 성동구 사근동 110번지,204108.2637,450598.4701,0
919.74,1115,서울특별시 성동구 사근동 110번지,204108.2637,450598.4701,0
2144,2599,서울특별시 성동구 응봉동 275번지,202537.3102,449776.6242,0
1119,1356,서울특별시 성동구 응봉동 98번지,202665.6423,449864.8785,0
2389,2896,서울특별시 성동구 응봉동 97번지,202803.9267,450069.9316,0
395,479,서울특별시 성동구 용답동 29번지,204662.1856,450951.4926,0
919.05,1114,서울특별시 광진구 군자동 99번지,206348.1771,449891.5721,0
3871.09,4692,서울특별시 광진구 자양동 831번지 1호,205764.2979,447892.0292,0
18109.17,21951,서울특별시 광진구 자양동 783번지 1호,206523.4204,448235.9834,0
1920,2327,서울특별시 광진구 중곡동 587번지 2호,207028.1635,452117.4714,0
1934,2344,서울특별시 광진구 자양동 829번지,205836.9412,447873.2786,0
1571.4,1905,서울특별시 광진구 구의동 254번지 32호,207339.6987,448954.9481,0
45950.8,55698,서울특별시 광진구 구의동 546번지 4호,208394.4164,448165.28,0
8250,10000,서울특별시 광진구 구의동 631번지 1호,208558.2866,448353.9052,0
5440.74,6595,서울특별시 광진구 구의동 656번지,207716.8832,448756.0522,0
6003.02,7276,서울특별시 광진구 화양동 1번지,206445.8811,448922.8817,0
10734.2,13011,서울특별시 광진구 자양동 859번지,207135.9584,448386.6689,0
14178.58,17186,서울특별시 광진구 광장동 565번지,208738.952,448858.2235,0
39045.14,47327,서울특별시 광진구 자양동 644번지,207125.7803,447331.9042,0
2475,3000,서울특별시 광진구 구의동 587번지 54호,207967.0092,448291.1493,0
3662.25,4439,서울특별시 광진구 화양동 1번지,206445.8811,448922.8817,0
9125.2,11061,서울특별시 광진구 화양동 1번지,206445.8811,448922.8817,0
655,794,서울특별시 광진구 화양동 122번지,206234.7971,449366.9386,0
330,400,서울특별시 광진구 중곡동 62번지 24호,207831.7526,450761.5321,0
388,470,서울특별시 광진구 중곡동 684번지,207010.3785,451839.9545,0
1408,1707,서울특별시 광진구 중곡동 168번지 8호,207416.1762,451726.8248,0
2488,3016,서울특별시 광진구 중곡동 169번지 8호,207438.6732,451817.0745,0
771.24,935,서울특별시 광진구 구의동 238번지 1호,207603.5896,448933.8124,0
682.42,827,서울특별시 광진구 구의동 237번지 6호,207505.3758,448917.4622,0
45887.52,55621,서울특별시 광진구 구의동 668번지,207903.2135,449192.307,0
4697.54,5694,서울특별시 광진구 자양동 761번지,206172.4642,447996.3529,0
23417.16,28384,서울특별시 광진구 자양동 680번지 65호,207521.1386,448140.0608,0
661.16,801,서울특별시 광진구 중곡동 609번지,207327.6396,451204.607,0
826.45,1002,서울특별시 광진구 중곡동 231번지 1호,207019.1923,451435.7728,0
495.87,601,서울특별시 광진구 자양동 87번지 1호,205739.3638,447816.0924,0
132.23,160,서울특별시 광진구 구의동 587번지 29호,208058.3027,448420.7758,0
6664.49,8078,서울특별시 광진구 능동 256번지 16호,207560.2993,450223.6272,0
426,516,서울특별시 광진구 중곡동 176번지 124호,207945.4026,451251.2313,0
462.81,561,서울특별시 광진구 중곡동 131번지 8호,207450.7011,450347.2561,0
422,512,서울특별시 광진구 자양동 630번지 1호,207213.504,448033.2966,0
365,442,서울특별시 광진구 능동 232번지 4호,207047.9403,450169.2208,0
715.28,867,서울특별시 광진구 자양동 642번지,206849.8226,447375.994,0
2595.05,3146,서울특별시 광진구 광장동 567번지,209523.3951,449429.7061,0
563,682,서울특별시 광진구 군자동 477번지 12호,206852.3609,450393.661,0
445,539,서울특별시 광진구 중곡동 47번지 33호,207129.9147,450889.0122,0
132,160,서울특별시 광진구 중곡동 259번지 10호,207001.3675,450927.1343,0
7263,8804,서울특별시 광진구 중곡동 292번지,207571.7479,451845.6017,0
18828.52,22822,서울특별시 광진구 자양동 856번지,206031.8601,447773.2159,0
7603.34,9216,서울특별시 광진구 자양동 673번지,207524.1167,447358.3935,0
5034.73,6103,서울특별시 광진구 광장동 127번지,209668.9012,449767.9647,0
16667.84,20203,서울특별시 광진구 광장동 114번지,209637.0782,449832.4859,0
568.3,689,서울특별시 광진구 자양동 669번지 2호,207399.8846,447404.2912,0
88,107,서울특별시 광진구 광장동 248번지 24호,209040.9078,449404.6446,0
1652.9,2004,서울특별시 광진구 중곡동 18번지 24호,207658.1462,451540.1929,0
926,1122,서울특별시 광진구 능동 222번지 3호,207107.3622,450416.3913,0
55,67,서울특별시 광진구 군자동 53번지 8호,206638.5635,450321.6748,0
854,1035,서울특별시 광진구 군자동 98번지,206479.9808,449827.6309,0
218.18,264,서울특별시 광진구 자양동 63번지 1호,205786.7111,447987.3167,0
5018.2,6083,서울특별시 광진구 광장동 484번지,208644.8192,448711.7258,0
3378.53,4095,서울특별시 광진구 화양동 1번지,206445.8811,448922.8817,0
330.58,401,서울특별시 광진구 자양동 222번지 6호,206960.7367,448289.4755,0
378.4,459,서울특별시 광진구 자양동 777번지,207217.2427,448466.0724,0
10128.97,12278,서울특별시 광진구 능동 275번지 5호,207046.3453,450498.1467,0
247.94,301,서울특별시 광진구 자양동 519번지 10호,206360.8577,447964.4267,0
208.27,252,서울특별시 광진구 구의동 63번지 7호,207876.1804,449446.7583,0
10813.27,13107,서울특별시 광진구 화양동 6번지 3호,206168.357,448696.9401,0
9166,11110,서울특별시 광진구 광장동 237번지,209077.2101,449217.1254,0
7233.09,8767,서울특별시 광진구 중곡동 273번지 2호,207427.6675,451780.0013,0
1745.46,2116,서울특별시 광진구 자양동 57번지 103호,205626.6715,447948.6305,0
2510.81,3043,서울특별시 광진구 광장동 344번지,209405.0133,449625.4189,0
165,200,서울특별시 광진구 구의동 547번지 8호,208124.5492,447812.9248,0
2578.52,3125,서울특별시 광진구 구의동 546번지 1호,208201.9933,447967.2995,0
1650,2000,서울특별시 광진구 구의동 546번지 7호,208143.9717,448125.1104,0
4125,5000,서울특별시 광진구 구의동 610번지,208296.8338,448475.8188,0
1507.44,1827,서울특별시 광진구 구의동 233번지 2호,207640.2492,449158.4171,0
719.67,872,서울특별시 광진구 구의동 238번지 1호,207603.5896,448933.8124,0
7855,9521,서울특별시 광진구 중곡동 30번지 1호,207510.0768,451417.8644,0
945.46,1146,서울특별시 광진구 중곡동 135번지 1호,207370.7029,450635.5912,0
10168.64,12326,서울특별시 광진구 능동 164번지 1호,207107.4887,450106.84,0
1890.92,2292,서울특별시 광진구 능동 18번지 11호,206808.5764,449396.058,0
376.86,457,서울특별시 광진구 중곡동 58번지 15호,207687.618,450879.5176,0
661.16,801,서울특별시 광진구 중곡동 106번지 45호,208177.0136,450431.3834,0
9438.06,11440,서울특별시 광진구 자양동 762번지,206120.6239,448158.6415,0
518,628,서울특별시 광진구 중곡동 611번지 7호,206444.1174,450870.1224,0
10410,12618,서울특별시 동대문구 제기동 1212번지,203388.6467,454069.1523,0
10354,12550,서울특별시 동대문구 휘경동 264번지 2호,205310.5798,454183.3502,0
6235,7558,서울특별시 동대문구 답십리동 994번지,204698.8312,451628.9408,0
32982,39978,서울특별시 동대문구 전농동 591번지 53호,204081.2821,453187.3952,0
12698,15392,서울특별시 동대문구 답십리동 1002번지,203992.8626,452232.1665,0
11032,13372,서울특별시 동대문구 전농동 645번지 2호,203967.7835,452510.8493,0
3100,3758,서울특별시 동대문구 용두동 47번지 1호,203322.7347,452572.3769,0
14980,18158,서울특별시 동대문구 휘경동 367번지,205970.9723,454303.7981,0
1752,2124,서울특별시 동대문구 청량리동 207번지 42호,204122.1362,454719.2056,0
11413,13834,서울특별시 동대문구 전농동 6번지,205668.4751,452777.0566,0
700,848,서울특별시 동대문구 답십리동 990번지,205247.5774,451893.0937,0
12021,14571,서울특별시 동대문구 용두동 39번지 9호,203441.7708,452459.15,0
15660,18982,서울특별시 동대문구 용두동 791번지,203129.7914,452349.2086,0
9429,11429,서울특별시 동대문구 답십리동 999번지,204320.9026,451953.6466,0
15056,18250,서울특별시 동대문구 휘경동 57번지,206179.3846,453411.7429,0
9052,10972,서울특별시 동대문구 휘경동 366번지,205997.6045,453902.5317,0
2109,2556,서울특별시 동대문구 이문동 270번지 1호,205114.8308,455013.6447,0
16262,19712,서울특별시 동대문구 이문동 311번지,205239.6231,454580.0413,0
5298,6422,서울특별시 동대문구 휘경동 106번지,205656.734,454366.3016,0
8573,10392,서울특별시 동대문구 휘경동 286번지 66호,205410.6943,453846.3938,0
6701,8122,서울특별시 동대문구 제기동 65번지,203363.7958,452919.261,0
14992,18172,서울특별시 동대문구 제기동 252번지,202941.0259,453322.6428,0
9479,11490,서울특별시 동대문구 회기동 351번지,204669.7713,454194.2376,0
40710,49345,서울특별시 동대문구 장안동 329번지 2호,206586.5724,452632.6289,0
1559,1890,서울특별시 동대문구 이문동 84번지,205637.6769,454907.0492,0
10622,12875,서울특별시 동대문구 이문동 73번지,205896.6407,454847.0874,0
2579,3126,서울특별시 동대문구 휘경동 363번지,204836.5965,453780.9362,0
8022,9724,서울특별시 동대문구 휘경동 78번지,205528.4654,454301.4424,0
11520,13964,서울특별시 동대문구 휘경동 109번지,205616.3355,454408.7474,0
10360,12558,서울특별시 동대문구 휘경동 115번지,205909.0554,454476.9167,0
681,825,서울특별시 동대문구 장안동 354번지 5호,206409.7729,451663.8465,0
1021,1238,서울특별시 동대문구 답십리동 80번지 2호,205408.407,452586.5902,0
2248,2725,서울특별시 동대문구 답십리동 990번지 1호,205172.7637,451885.8949,0
2532,3069,서울특별시 동대문구 장안동 472번지 3호,205260.2397,451129.4648,0
4562,5530,서울특별시 동대문구 청량리동 213번지,203911.3576,453678.8958,0
9620,11661,서울특별시 동대문구 청량리동 212번지,203995.3914,453762.2528,0
34704,42065,서울특별시 동대문구 전농동 10번지,205271.7049,452706.8979,0
701,850,서울특별시 동대문구 청량리동 40번지 9호,204343.5506,453554.6803,0
5977,7245,서울특별시 동대문구 제기동 1019번지,203403.0195,452985.7254,0
11580,14036,서울특별시 동대문구 용두동 118번지 20호,202716.1973,452561.4862,0
22368,27113,서울특별시 동대문구 용두동 792번지,203113.8762,452562.2286,0
5890,7139,서울특별시 동대문구 답십리동 494번지 2호,204687.9771,451578.2001,0
24800,30061,서울특별시 동대문구 답십리동 10번지,205381.9861,451896.756,0
661,801,서울특별시 동대문구 휘경동 29번지 1호,205622.5177,454115.4328,0
16753,20307,서울특별시 동대문구 청량리동 60번지,204276.0182,453966.8557,0
899,1090,서울특별시 동대문구 전농동 103번지 340호,204664.6815,453517.1138,0
15481,18765,서울특별시 동대문구 장안동 336번지,206521.4053,451940.1191,0
25216,30565,서울특별시 동대문구 장안동 354번지 2호,206329.1423,451575.878,0
6208,7525,서울특별시 동대문구 전농동 620번지 69호,203996.0139,453058.6658,0
2433,2949,서울특별시 동대문구 장안동 366번지 7호,206199.9532,451997.9348,0
18760,22739,서울특별시 동대문구 이문동 54번지,206128.8681,455449.9033,0
15843,19204,서울특별시 동대문구 이문동 64번지,205980.7722,455275.8359,0
15724,19059,서울특별시 동대문구 이문동 225번지,205667.7579,455801.6385,0
14216,17232,서울특별시 동대문구 전농동 155번지,204840.9784,453293.409,0
6258,7585,서울특별시 동대문구 장안동 555번지 1호,206282.7453,453027.7666,0
10954,13278,서울특별시 동대문구 이문동 45번지,206093.1838,455584.8723,0
3001,3638,서울특별시 동대문구 신설동 76번지 5호,202223.673,452685.1827,0
6248,7573,서울특별시 동대문구 신설동 76번지 5호,202223.673,452685.1827,0
6995,8479,서울특별시 동대문구 제기동 1082번지,203254.0058,453151.297,0
14736,17862,서울특별시 동대문구 전농동 687번지,204216.9877,452891.6142,0
8461,10256,서울특별시 동대문구 회기동 109번지 5호,204377.6848,454588.889,0
2179,2641,서울특별시 동대문구 회기동 1번지 5호,204469.209,454934.0474,0
